LOG - Thu, 14 Mar 2019 12:28:39

PRIVAT:	Default name & id setup (ID=0, DEFAULT-NAME=Player #1)
PRIVAT:	Default name & id setup (ID=33, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=30, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=33, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=33)
PUBLIC:	Server leave notification (ID=33)
PUBLIC:	Player delete (ID=33)
JOIN:	('::1', 58444, 0, 0) (NAME=Player #2, ID=34)
PRIVAT:	Default name & id setup (ID=34, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=30, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=34, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=34)
PUBLIC:	Server leave notification (ID=30)
PUBLIC:	Player delete (ID=30)
PUBLIC:	Server leave notification (ID=34)
PUBLIC:	Player delete (ID=34)
JOIN:	('::1', 60717, 0, 0) (NAME=Player #1, ID=35)
PRIVAT:	Default name & id setup (ID=35, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=35, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=35)
JOIN:	('::1', 60790, 0, 0) (NAME=Player #2, ID=36)
PRIVAT:	Default name & id setup (ID=36, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=35, NAME=Player #1, X=775, Y=388, ROT=171)
PUBLIC:	Player data (ID=36, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=36)
PUBLIC:	Server leave notification (ID=36)
PUBLIC:	Player delete (ID=36)
JOIN:	('::1', 60863, 0, 0) (NAME=Player #2, ID=37)
PRIVAT:	Default name & id setup (ID=37, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=35, NAME=Player #1, X=775, Y=388, ROT=171)
PUBLIC:	Player data (ID=37, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=37)
PUBLIC:	Server leave notification (ID=35)
PUBLIC:	Player delete (ID=35)
JOIN:	('::1', 61098, 0, 0) (NAME=Player #1, ID=38)
PRIVAT:	Default name & id setup (ID=38, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=37, NAME=Player #2, X=302, Y=153, ROT=50)
PUBLIC:	Player data (ID=38, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=38)
PUBLIC:	Server leave notification (ID=37)
PUBLIC:	Player delete (ID=37)
JOIN:	('::1', 61106, 0, 0) (NAME=Player #2, ID=39)
PRIVAT:	Default name & id setup (ID=39, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=38, NAME=Player #1, X=652, Y=582, ROT=176)
PUBLIC:	Player data (ID=39, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=39)
PUBLIC:	Server leave notification (ID=38)
PUBLIC:	Player delete (ID=38)
JOIN:	('::1', 61126, 0, 0) (NAME=Player #1, ID=40)
PRIVAT:	Default name & id setup (ID=40, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=39, NAME=Player #2, X=576, Y=649, ROT=273)
PUBLIC:	Player data (ID=40, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=40)
PUBLIC:	Server leave notification (ID=39)
PUBLIC:	Player delete (ID=39)
JOIN:	('::1', 61132, 0, 0) (NAME=Player #2, ID=41)
PRIVAT:	Default name & id setup (ID=41, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=40, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=41, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=41)
PUBLIC:	Server leave notification (ID=41)
PUBLIC:	Player delete (ID=41)
JOIN:	('::1', 61143, 0, 0) (NAME=Player #2, ID=42)
PRIVAT:	Default name & id setup (ID=42, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=40, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=42, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=42)
PUBLIC:	Server leave notification (ID=40)
PUBLIC:	Player delete (ID=40)
JOIN:	('::1', 61150, 0, 0) (NAME=Player #1, ID=43)
PRIVAT:	Default name & id setup (ID=43, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=42, NAME=Player #2, X=547, Y=433, ROT=210)
PUBLIC:	Player data (ID=43, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=43)
PUBLIC:	Server leave notification (ID=42)
PUBLIC:	Player delete (ID=42)
JOIN:	('::1', 61308, 0, 0) (NAME=Player #2, ID=44)
PRIVAT:	Default name & id setup (ID=44, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=43, NAME=Player #1, X=361, Y=507, ROT=298)
PUBLIC:	Player data (ID=44, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=44)
PUBLIC:	Server leave notification (ID=44)
PUBLIC:	Player delete (ID=44)
JOIN:	('::1', 61319, 0, 0) (NAME=Player #2, ID=45)
PRIVAT:	Default name & id setup (ID=45, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=43, NAME=Player #1, X=361, Y=507, ROT=298)
PUBLIC:	Player data (ID=45, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=45)
PUBLIC:	Server leave notification (ID=45)
PUBLIC:	Player delete (ID=45)
JOIN:	('::1', 61565, 0, 0) (NAME=Player #2, ID=46)
PRIVAT:	Default name & id setup (ID=46, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=43, NAME=Player #1, X=361, Y=507, ROT=298)
PUBLIC:	Player data (ID=46, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=46)
PUBLIC:	Server leave notification (ID=43)
PUBLIC:	Player delete (ID=43)

LOG - Thu, 14 Mar 2019 16:10:21

JOIN:	('192.168.178.65', 61741) (NAME=Player #1, ID=0)
PRIVAT:	Default name & id setup (ID=0, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=0, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=0)
PUBLIC:	Server leave notification (ID=0)
PUBLIC:	Player delete (ID=0)
JOIN:	('192.168.178.65', 61748) (NAME=Player #1, ID=1)
PRIVAT:	Default name & id setup (ID=1, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=1, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=1)
JOIN:	('192.168.178.65', 61800) (NAME=Player #2, ID=2)
PRIVAT:	Default name & id setup (ID=2, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=1, NAME=Player #1, X=787, Y=245, ROT=122)
PUBLIC:	Player data (ID=2, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=2)
PUBLIC:	Server leave notification (ID=1)
PUBLIC:	Player delete (ID=1)
JOIN:	('192.168.178.65', 61819) (NAME=Player #1, ID=3)
PRIVAT:	Default name & id setup (ID=3, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=2, NAME=Player #2, X=801, Y=386, ROT=90)
PUBLIC:	Player data (ID=3, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=3)
PUBLIC:	Server leave notification (ID=3)
PUBLIC:	Player delete (ID=3)
JOIN:	('192.168.178.65', 61831) (NAME=Player #1, ID=4)
PRIVAT:	Default name & id setup (ID=4, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=2, NAME=Player #2, X=801, Y=386, ROT=90)
PUBLIC:	Player data (ID=4, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=4)
PUBLIC:	Server leave notification (ID=4)
PUBLIC:	Player delete (ID=4)
JOIN:	('192.168.178.65', 61860) (NAME=Player #1, ID=5)
PRIVAT:	Default name & id setup (ID=5, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=2, NAME=Player #2, X=801, Y=386, ROT=90)
PUBLIC:	Player data (ID=5, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=5)
PUBLIC:	Server leave notification (ID=2)
PUBLIC:	Player delete (ID=2)
JOIN:	('192.168.178.65', 61868) (NAME=Player #2, ID=6)
PRIVAT:	Default name & id setup (ID=6, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=5, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=6, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=6)
RECIVE:	Name change request (NEW-NAME=xX_Super_MC_7658_Xx)
PRIVAT:	Name change approved (NEW-NAME=xX_Super_MC_7658_Xx)
PUBLIC:	Player name change (ID=5, NEW-NAME=xX_Super_MC_7658_Xx)
RECIVE:	Name change request (NEW-NAME=xX_Super_MC_7658_Xx)
PRIVAT:	Name change rejected (REJECTED-NAME=xX_Super_MC_7658_Xx, REASON=3)
RECIVE:	Name change request (NEW-NAME=BomB!046$)
PRIVAT:	Name change approved (NEW-NAME=BomB!046$)
PUBLIC:	Player name change (ID=6, NEW-NAME=BomB!046$)
JOIN:	('192.168.178.65', 61965) (NAME=Player #1, ID=7)
PRIVAT:	Default name & id setup (ID=7, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=5, NAME=xX_Super_MC_7658_Xx, X=348, Y=332, ROT=141)
PRIVAT:	Player data (ID=6, NAME=BomB!046$, X=545, Y=781, ROT=293)
PUBLIC:	Player data (ID=7, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=7)
RECIVE:	Name change request (NEW-NAME=BomB!046$)
PRIVAT:	Name change rejected (REJECTED-NAME=BomB!046$, REASON=3)
RECIVE:	Name change request (NEW-NAME=MAKS)
PRIVAT:	Name change approved (NEW-NAME=MAKS)
PUBLIC:	Player name change (ID=7, NEW-NAME=MAKS)

LOG - Thu, 14 Mar 2019 16:16:18

JOIN:	('192.168.178.65', 62102) (NAME=Player #1, ID=0)
PRIVAT:	Default name & id setup (ID=0, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=0, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=0)
JOIN:	('192.168.178.65', 62104) (NAME=Player #2, ID=1)
PRIVAT:	Default name & id setup (ID=1, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=0, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=1, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=1)
JOIN:	('192.168.178.65', 62105) (NAME=Player #3, ID=2)
PRIVAT:	Default name & id setup (ID=2, DEFAULT-NAME=Player #3)
PRIVAT:	Player data (ID=0, NAME=Player #1, X=300, Y=300, ROT=0)
PRIVAT:	Player data (ID=1, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=2, NAME=Player #3, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=2)
PUBLIC:	Server leave notification (ID=2)
PUBLIC:	Player delete (ID=2)
JOIN:	('192.168.178.65', 62117) (NAME=Player #3, ID=3)
PRIVAT:	Default name & id setup (ID=3, DEFAULT-NAME=Player #3)
PRIVAT:	Player data (ID=0, NAME=Player #1, X=300, Y=300, ROT=0)
PRIVAT:	Player data (ID=1, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=3, NAME=Player #3, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=3)
PUBLIC:	Server leave notification (ID=1)
PUBLIC:	Player delete (ID=1)
JOIN:	('192.168.178.65', 62123) (NAME=Player #2, ID=4)
PRIVAT:	Default name & id setup (ID=4, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=0, NAME=Player #1, X=300, Y=300, ROT=0)
PRIVAT:	Player data (ID=3, NAME=Player #3, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=4, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=4)
PUBLIC:	Server leave notification (ID=0)
PUBLIC:	Player delete (ID=0)
JOIN:	('192.168.178.65', 62134) (NAME=Player #1, ID=5)
PRIVAT:	Default name & id setup (ID=5, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=3, NAME=Player #3, X=300, Y=300, ROT=0)
PRIVAT:	Player data (ID=4, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=5, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=5)
RECIVE:	Move request (X=314, Y=308, ROT=207)
PUBLIC:	Player position change (ID=4, NEW-X=314, NEW-Y=308, NEW-ROT=207)
RECIVE:	Move request (X=326, Y=318, ROT=218)
PUBLIC:	Player position change (ID=4, NEW-X=326, NEW-Y=318, NEW-ROT=218)
RECIVE:	Move request (X=325, Y=320, ROT=225)
PUBLIC:	Player position change (ID=4, NEW-X=325, NEW-Y=320, NEW-ROT=225)
RECIVE:	Move request (X=335, Y=330, ROT=233)
PUBLIC:	Player position change (ID=4, NEW-X=335, NEW-Y=330, NEW-ROT=233)
RECIVE:	Move request (X=334, Y=334, ROT=237)
PUBLIC:	Player position change (ID=4, NEW-X=334, NEW-Y=334, NEW-ROT=237)
RECIVE:	Move request (X=342, Y=344, ROT=242)
PUBLIC:	Player position change (ID=4, NEW-X=342, NEW-Y=344, NEW-ROT=242)
RECIVE:	Move request (X=341, Y=349, ROT=244)
PUBLIC:	Player position change (ID=4, NEW-X=341, NEW-Y=349, NEW-ROT=244)
RECIVE:	Move request (X=348, Y=359, ROT=248)
PUBLIC:	Player position change (ID=4, NEW-X=348, NEW-Y=359, NEW-ROT=248)
RECIVE:	Move request (X=347, Y=365, ROT=249)
PUBLIC:	Player position change (ID=4, NEW-X=347, NEW-Y=365, NEW-ROT=249)
RECIVE:	Move request (X=352, Y=375, ROT=252)
PUBLIC:	Player position change (ID=4, NEW-X=352, NEW-Y=375, NEW-ROT=252)
RECIVE:	Move request (X=351, Y=381, ROT=255)
PUBLIC:	Player position change (ID=4, NEW-X=351, NEW-Y=381, NEW-ROT=255)
RECIVE:	Move request (X=355, Y=392, ROT=259)
PUBLIC:	Player position change (ID=4, NEW-X=355, NEW-Y=392, NEW-ROT=259)
RECIVE:	Move request (X=353, Y=399, ROT=262)
PUBLIC:	Player position change (ID=4, NEW-X=353, NEW-Y=399, NEW-ROT=262)
RECIVE:	Move request (X=355, Y=410, ROT=267)
PUBLIC:	Player position change (ID=4, NEW-X=355, NEW-Y=410, NEW-ROT=267)
RECIVE:	Move request (X=352, Y=418, ROT=272)
PUBLIC:	Player position change (ID=4, NEW-X=352, NEW-Y=418, NEW-ROT=272)
RECIVE:	Move request (X=352, Y=429, ROT=276)
PUBLIC:	Player position change (ID=4, NEW-X=352, NEW-Y=429, NEW-ROT=276)
RECIVE:	Move request (X=349, Y=437, ROT=278)
PUBLIC:	Player position change (ID=4, NEW-X=349, NEW-Y=437, NEW-ROT=278)
RECIVE:	Move request (X=347, Y=448, ROT=281)
PUBLIC:	Player position change (ID=4, NEW-X=347, NEW-Y=448, NEW-ROT=281)
RECIVE:	Move request (X=344, Y=456, ROT=283)
PUBLIC:	Player position change (ID=4, NEW-X=344, NEW-Y=456, NEW-ROT=283)
RECIVE:	Move request (X=341, Y=467, ROT=285)
PUBLIC:	Player position change (ID=4, NEW-X=341, NEW-Y=467, NEW-ROT=285)
RECIVE:	Move request (X=338, Y=475, ROT=286)
PUBLIC:	Player position change (ID=4, NEW-X=338, NEW-Y=475, NEW-ROT=286)
RECIVE:	Move request (X=334, Y=485, ROT=288)
PUBLIC:	Player position change (ID=4, NEW-X=334, NEW-Y=485, NEW-ROT=288)
RECIVE:	Move request (X=331, Y=493, ROT=289)
PUBLIC:	Player position change (ID=4, NEW-X=331, NEW-Y=493, NEW-ROT=289)
RECIVE:	Move request (X=327, Y=502, ROT=290)
PUBLIC:	Player position change (ID=4, NEW-X=327, NEW-Y=502, NEW-ROT=290)
RECIVE:	Move request (X=324, Y=510, ROT=291)
PUBLIC:	Player position change (ID=4, NEW-X=324, NEW-Y=510, NEW-ROT=291)
RECIVE:	Move request (X=320, Y=517, ROT=294)
PUBLIC:	Player position change (ID=4, NEW-X=320, NEW-Y=517, NEW-ROT=294)
RECIVE:	Move request (X=316, Y=523, ROT=297)
PUBLIC:	Player position change (ID=4, NEW-X=316, NEW-Y=523, NEW-ROT=297)
RECIVE:	Move request (X=312, Y=527, ROT=306)
PUBLIC:	Player position change (ID=4, NEW-X=312, NEW-Y=527, NEW-ROT=306)
RECIVE:	Move request (X=307, Y=531, ROT=315)
PUBLIC:	Player position change (ID=4, NEW-X=307, NEW-Y=531, NEW-ROT=315)
RECIVE:	Move request (X=303, Y=532, ROT=326)
PUBLIC:	Player position change (ID=4, NEW-X=303, NEW-Y=532, NEW-ROT=326)
RECIVE:	Move request (X=299, Y=533, ROT=340)
PUBLIC:	Player position change (ID=4, NEW-X=299, NEW-Y=533, NEW-ROT=340)
RECIVE:	Move request (X=295, Y=532, ROT=353)
PUBLIC:	Player position change (ID=4, NEW-X=295, NEW-Y=532, NEW-ROT=353)
RECIVE:	Move request (X=292, Y=532, ROT=6)
PUBLIC:	Player position change (ID=4, NEW-X=292, NEW-Y=532, NEW-ROT=6)
RECIVE:	Move request (X=301, Y=527, ROT=148)
PUBLIC:	Player position change (ID=4, NEW-X=301, NEW-Y=527, NEW-ROT=148)
RECIVE:	Move request (X=301, Y=527, ROT=156)
PUBLIC:	Player position change (ID=4, NEW-X=301, NEW-Y=527, NEW-ROT=156)
RECIVE:	Move request (X=311, Y=523, ROT=162)
PUBLIC:	Player position change (ID=4, NEW-X=311, NEW-Y=523, NEW-ROT=162)
RECIVE:	Move request (X=313, Y=524, ROT=167)
PUBLIC:	Player position change (ID=4, NEW-X=313, NEW-Y=524, NEW-ROT=167)
RECIVE:	Move request (X=324, Y=521, ROT=173)
PUBLIC:	Player position change (ID=4, NEW-X=324, NEW-Y=521, NEW-ROT=173)
RECIVE:	Move request (X=328, Y=522, ROT=176)
PUBLIC:	Player position change (ID=4, NEW-X=328, NEW-Y=522, NEW-ROT=176)
RECIVE:	Move request (X=339, Y=521, ROT=180)
PUBLIC:	Player position change (ID=4, NEW-X=339, NEW-Y=521, NEW-ROT=180)
RECIVE:	Move request (X=344, Y=522, ROT=182)
PUBLIC:	Player position change (ID=4, NEW-X=344, NEW-Y=522, NEW-ROT=182)
RECIVE:	Move request (X=355, Y=523, ROT=186)
PUBLIC:	Player position change (ID=4, NEW-X=355, NEW-Y=523, NEW-ROT=186)
RECIVE:	Move request (X=361, Y=524, ROT=189)
PUBLIC:	Player position change (ID=4, NEW-X=361, NEW-Y=524, NEW-ROT=189)
RECIVE:	Move request (X=372, Y=527, ROT=193)
PUBLIC:	Player position change (ID=4, NEW-X=372, NEW-Y=527, NEW-ROT=193)
RECIVE:	Move request (X=379, Y=529, ROT=197)
PUBLIC:	Player position change (ID=4, NEW-X=379, NEW-Y=529, NEW-ROT=197)
RECIVE:	Move request (X=390, Y=534, ROT=201)
PUBLIC:	Player position change (ID=4, NEW-X=390, NEW-Y=534, NEW-ROT=201)
RECIVE:	Move request (X=396, Y=537, ROT=205)
PUBLIC:	Player position change (ID=4, NEW-X=396, NEW-Y=537, NEW-ROT=205)
RECIVE:	Move request (X=407, Y=543, ROT=207)
PUBLIC:	Player position change (ID=4, NEW-X=407, NEW-Y=543, NEW-ROT=207)
RECIVE:	Move request (X=413, Y=546, ROT=209)
PUBLIC:	Player position change (ID=4, NEW-X=413, NEW-Y=546, NEW-ROT=209)
RECIVE:	Move request (X=424, Y=553, ROT=210)
PUBLIC:	Player position change (ID=4, NEW-X=424, NEW-Y=553, NEW-ROT=210)
RECIVE:	Move request (X=430, Y=556, ROT=210)
PUBLIC:	Player position change (ID=4, NEW-X=430, NEW-Y=556, NEW-ROT=210)
RECIVE:	Move request (X=441, Y=563, ROT=210)
PUBLIC:	Player position change (ID=4, NEW-X=441, NEW-Y=563, NEW-ROT=210)
RECIVE:	Move request (X=447, Y=565, ROT=209)
PUBLIC:	Player position change (ID=4, NEW-X=447, NEW-Y=565, NEW-ROT=209)
RECIVE:	Move request (X=458, Y=572, ROT=207)
PUBLIC:	Player position change (ID=4, NEW-X=458, NEW-Y=572, NEW-ROT=207)
RECIVE:	Move request (X=464, Y=574, ROT=206)
PUBLIC:	Player position change (ID=4, NEW-X=464, NEW-Y=574, NEW-ROT=206)
RECIVE:	Move request (X=476, Y=580, ROT=205)
PUBLIC:	Player position change (ID=4, NEW-X=476, NEW-Y=580, NEW-ROT=205)
RECIVE:	Move request (X=482, Y=581, ROT=202)
PUBLIC:	Player position change (ID=4, NEW-X=482, NEW-Y=581, NEW-ROT=202)
RECIVE:	Move request (X=495, Y=585, ROT=195)
PUBLIC:	Player position change (ID=4, NEW-X=495, NEW-Y=585, NEW-ROT=195)
RECIVE:	Move request (X=501, Y=585, ROT=192)
PUBLIC:	Player position change (ID=4, NEW-X=501, NEW-Y=585, NEW-ROT=192)
RECIVE:	Move request (X=514, Y=588, ROT=188)
PUBLIC:	Player position change (ID=4, NEW-X=514, NEW-Y=588, NEW-ROT=188)
RECIVE:	Move request (X=520, Y=586, ROT=184)
PUBLIC:	Player position change (ID=4, NEW-X=520, NEW-Y=586, NEW-ROT=184)
RECIVE:	Move request (X=533, Y=588, ROT=181)
PUBLIC:	Player position change (ID=4, NEW-X=533, NEW-Y=588, NEW-ROT=181)
RECIVE:	Move request (X=539, Y=585, ROT=179)
PUBLIC:	Player position change (ID=4, NEW-X=539, NEW-Y=585, NEW-ROT=179)
RECIVE:	Move request (X=552, Y=586, ROT=176)
PUBLIC:	Player position change (ID=4, NEW-X=552, NEW-Y=586, NEW-ROT=176)
RECIVE:	Move request (X=558, Y=582, ROT=174)
PUBLIC:	Player position change (ID=4, NEW-X=558, NEW-Y=582, NEW-ROT=174)
RECIVE:	Move request (X=571, Y=582, ROT=170)
PUBLIC:	Player position change (ID=4, NEW-X=571, NEW-Y=582, NEW-ROT=170)
RECIVE:	Move request (X=577, Y=577, ROT=167)
PUBLIC:	Player position change (ID=4, NEW-X=577, NEW-Y=577, NEW-ROT=167)
RECIVE:	Move request (X=590, Y=576, ROT=163)
PUBLIC:	Player position change (ID=4, NEW-X=590, NEW-Y=576, NEW-ROT=163)
RECIVE:	Move request (X=595, Y=569, ROT=160)
PUBLIC:	Player position change (ID=4, NEW-X=595, NEW-Y=569, NEW-ROT=160)
RECIVE:	Move request (X=607, Y=566, ROT=152)
PUBLIC:	Player position change (ID=4, NEW-X=607, NEW-Y=566, NEW-ROT=152)
RECIVE:	Move request (X=611, Y=558, ROT=148)
PUBLIC:	Player position change (ID=4, NEW-X=611, NEW-Y=558, NEW-ROT=148)
RECIVE:	Move request (X=622, Y=553, ROT=142)
PUBLIC:	Player position change (ID=4, NEW-X=622, NEW-Y=553, NEW-ROT=142)
RECIVE:	Move request (X=625, Y=544, ROT=137)
PUBLIC:	Player position change (ID=4, NEW-X=625, NEW-Y=544, NEW-ROT=137)
RECIVE:	Move request (X=635, Y=538, ROT=134)
PUBLIC:	Player position change (ID=4, NEW-X=635, NEW-Y=538, NEW-ROT=134)
RECIVE:	Move request (X=637, Y=528, ROT=128)
PUBLIC:	Player position change (ID=4, NEW-X=637, NEW-Y=528, NEW-ROT=128)
RECIVE:	Move request (X=645, Y=521, ROT=124)
PUBLIC:	Player position change (ID=4, NEW-X=645, NEW-Y=521, NEW-ROT=124)
RECIVE:	Move request (X=647, Y=510, ROT=122)
PUBLIC:	Player position change (ID=4, NEW-X=647, NEW-Y=510, NEW-ROT=122)
RECIVE:	Move request (X=654, Y=503, ROT=118)
PUBLIC:	Player position change (ID=4, NEW-X=654, NEW-Y=503, NEW-ROT=118)
RECIVE:	Move request (X=655, Y=492, ROT=114)
PUBLIC:	Player position change (ID=4, NEW-X=655, NEW-Y=492, NEW-ROT=114)
RECIVE:	Move request (X=659, Y=485, ROT=108)
PUBLIC:	Player position change (ID=4, NEW-X=659, NEW-Y=485, NEW-ROT=108)
RECIVE:	Move request (X=658, Y=476, ROT=101)
PUBLIC:	Player position change (ID=4, NEW-X=658, NEW-Y=476, NEW-ROT=101)
RECIVE:	Move request (X=659, Y=470, ROT=92)
PUBLIC:	Player position change (ID=4, NEW-X=659, NEW-Y=470, NEW-ROT=92)
RECIVE:	Move request (X=656, Y=463, ROT=82)
PUBLIC:	Player position change (ID=4, NEW-X=656, NEW-Y=463, NEW-ROT=82)
RECIVE:	Move request (X=655, Y=459, ROT=70)
PUBLIC:	Player position change (ID=4, NEW-X=655, NEW-Y=459, NEW-ROT=70)
RECIVE:	Move request (X=650, Y=454, ROT=58)
PUBLIC:	Player position change (ID=4, NEW-X=650, NEW-Y=454, NEW-ROT=58)
RECIVE:	Move request (X=648, Y=452, ROT=43)
PUBLIC:	Player position change (ID=4, NEW-X=648, NEW-Y=452, NEW-ROT=43)
RECIVE:	Move request (X=642, Y=449, ROT=30)
PUBLIC:	Player position change (ID=4, NEW-X=642, NEW-Y=449, NEW-ROT=30)
RECIVE:	Move request (X=640, Y=449, ROT=16)
PUBLIC:	Player position change (ID=4, NEW-X=640, NEW-Y=449, NEW-ROT=16)
RECIVE:	Move request (X=634, Y=448, ROT=3)
PUBLIC:	Player position change (ID=4, NEW-X=634, NEW-Y=448, NEW-ROT=3)
RECIVE:	Move request (X=631, Y=450, ROT=348)
PUBLIC:	Player position change (ID=4, NEW-X=631, NEW-Y=450, NEW-ROT=348)
RECIVE:	Move request (X=625, Y=451, ROT=335)
PUBLIC:	Player position change (ID=4, NEW-X=625, NEW-Y=451, NEW-ROT=335)
RECIVE:	Move request (X=622, Y=455, ROT=326)
PUBLIC:	Player position change (ID=4, NEW-X=622, NEW-Y=455, NEW-ROT=326)
RECIVE:	Move request (X=616, Y=459, ROT=315)
PUBLIC:	Player position change (ID=4, NEW-X=616, NEW-Y=459, NEW-ROT=315)
RECIVE:	Move request (X=613, Y=465, ROT=311)
PUBLIC:	Player position change (ID=4, NEW-X=613, NEW-Y=465, NEW-ROT=311)
RECIVE:	Move request (X=607, Y=470, ROT=306)
PUBLIC:	Player position change (ID=4, NEW-X=607, NEW-Y=470, NEW-ROT=306)
RECIVE:	Move request (X=604, Y=477, ROT=304)
PUBLIC:	Player position change (ID=4, NEW-X=604, NEW-Y=477, NEW-ROT=304)
RECIVE:	Move request (X=598, Y=483, ROT=301)
PUBLIC:	Player position change (ID=4, NEW-X=598, NEW-Y=483, NEW-ROT=301)
RECIVE:	Move request (X=595, Y=491, ROT=300)
PUBLIC:	Player position change (ID=4, NEW-X=595, NEW-Y=491, NEW-ROT=300)
RECIVE:	Move request (X=589, Y=498, ROT=299)
PUBLIC:	Player position change (ID=4, NEW-X=589, NEW-Y=498, NEW-ROT=299)
RECIVE:	Move request (X=585, Y=507, ROT=299)
PUBLIC:	Player position change (ID=4, NEW-X=585, NEW-Y=507, NEW-ROT=299)
RECIVE:	Move request (X=579, Y=514, ROT=298)
PUBLIC:	Player position change (ID=4, NEW-X=579, NEW-Y=514, NEW-ROT=298)
RECIVE:	Move request (X=576, Y=523, ROT=298)
PUBLIC:	Player position change (ID=4, NEW-X=576, NEW-Y=523, NEW-ROT=298)
RECIVE:	Move request (X=570, Y=529, ROT=298)
PUBLIC:	Player position change (ID=4, NEW-X=570, NEW-Y=529, NEW-ROT=298)
RECIVE:	Move request (X=567, Y=538, ROT=299)
